id,yield
15289,1.275094817871069
15290,1.2798120716748493
15291,1.2626301126044173
15292,1.2749042744415635
15293,1.2758567226883402
15294,1.275242586446124
15295,1.2276227768093797
15296,1.2407931464927036
15297,1.281625183360623
15298,1.275094817871069
15299,1.2389330211440304
15300,1.2389330211440304
15301,1.2445366655607737
15302,1.2789707871590028
15303,1.273679800118624
15304,1.2737891548973774
15305,1.2761848312361683
15306,1.249809145534884
15307,1.2746400043895456
15308,1.2442856185546487
15309,1.250386587874354
15310,1.2643515140948018
15311,1.2763582958237296
15312,1.275316412878619
15313,1.2428094234303892
15314,1.2764491012881864
15315,1.2757505106141533
15316,1.2638874699848572
15317,1.2442856185546487
15318,1.2563576858245147
15319,1.2711904741672915
15320,1.2289486233561375
15321,1.2277565298763329
15322,1.2887212017256215
15323,1.2389330211440304
15324,1.2887212017256215
15325,1.2692425950495354
15326,1.2425203886230882
15327,1.2757505106141533
15328,1.2627717606072515
15329,1.2729326800343066
15330,1.2761848312361683
15331,1.2389330211440304
15332,1.218931163368945
15333,1.2428094234303892
15334,1.2789707871590028
15335,1.2711904741672915
15336,1.275094817871069
15337,1.2551003284440747
15338,1.2427082647812575
15339,1.2763582958237296
15340,1.2250948730982985
15341,1.2789707871590028
15342,1.2749958681143734
15343,1.2333067085911786
15344,1.2445366655607737
15345,1.2757505106141533
15346,1.244443051916008
15347,1.2544803210539317
15348,1.2800950311460546
15349,1.2351037029977325
15350,1.2749042744415635
15351,1.236421729673601
15352,1.2425203886230882
15353,1.2335384061768044
15354,1.2757505106141533
15355,1.2757505106141533
15356,1.2789707871590028
15357,1.236421729673601
15358,1.2276227768093797
15359,1.2764491012881864
15360,1.274501261381147
15361,1.2789707871590028
15362,1.2425203886230882
15363,1.2255040885528146
15364,1.2749958681143734
15365,1.275094817871069
15366,1.2737891548973774
15367,1.2551003284440747
15368,1.2764491012881864
15369,1.2747591104453477
15370,1.253270211223867
15371,1.2871352440619985
15372,1.2761848312361683
15373,1.2445366655607737
15374,1.2753834196799447
15375,1.2789707871590028
15376,1.251428470819465
15377,1.2753834196799447
15378,1.275242586446124
15379,1.2383567485500584
15380,1.2551003284440747
15381,1.2403192475165175
15382,1.2403192475165175
15383,1.2626301126044173
15384,1.2753834196799447
15385,1.273160363278958
15386,1.2765124154314247
15387,1.2758567226883402
15388,1.2255040885528146
15389,1.2445366655607737
15390,1.261941645095588
15391,1.2373487062546475
15392,1.2548081561457747
15393,1.2425203886230882
15394,1.2474608755527616
15395,1.275316412878619
15396,1.2407240430851718
15397,1.232893236803775
15398,1.2425203886230882
15399,1.276505376000414
15400,1.2749042744415635
15401,1.2445366655607737
15402,1.2445366655607737
15403,1.2425203886230882
15404,1.2613042660576594
15405,1.2428085448405695
15406,1.261941645095588
15407,1.2789707871590028
15408,1.2551003284440747
15409,1.276769646052432
15410,1.2445366655607737
15411,1.2724033946158508
15412,1.253270211223867
15413,1.2427082647812575
15414,1.2474608755527616
15415,1.2442856185546487
15416,1.232792956744463
15417,1.2389330211440304
15418,1.2730405968801106
15419,1.2725509674921387
15420,1.2758567226883402
15421,1.235204861646864
15422,1.2748026805503576
15423,1.2497400421273523
15424,1.2351037029977325
15425,1.2244886592345208
15426,1.2758567226883402
15427,1.2730405968801106
15428,1.2428094234303892
15429,1.2626301126044173
15430,1.2288483432968256
15431,1.2720560769177907
15432,1.2763582958237296
15433,1.2761848312361683
15434,1.2711904741672915
15435,1.2758567226883402
15436,1.2789793217684489
15437,1.2764491012881864
15438,1.240572582189225
15439,1.2692363828300892
15440,1.276505376000414
15441,1.240691987843572
15442,1.2744691490107827
15443,1.2746400043895456
15444,1.276769646052432
15445,1.2789273553691518
15446,1.253270211223867
15447,1.2427082647812575
15448,1.2648299131498353
15449,1.261941645095588
15450,1.230670024846522
15451,1.276769646052432
15452,1.275094817871069
15453,1.2626301126044173
15454,1.263025667548044
15455,1.270455515498095
15456,1.240691987843572
15457,1.240691987843572
15458,1.2789707871590028
15459,1.2439326778123603
15460,1.2778642652409862
15461,1.273679800118624
15462,1.2723907005570263
15463,1.253270211223867
15464,1.2458243774912443
15465,1.2264609475292876
15466,1.2379253442392693
15467,1.2626301126044173
15468,1.2782716626260673
15469,1.279660692034695
15470,1.2729326800343066
15471,1.2643515140948018
15472,1.2763582958237296
15473,1.275316412878619
15474,1.2427082647812575
15475,1.2747315980623555
15476,1.274109699661623
15477,1.2389330211440304
15478,1.2749042744415635
15479,1.2537744818973169
15480,1.2486234541599273
15481,1.235204861646864
15482,1.275242586446124
15483,1.2260307095064644
15484,1.2533713698729985
15485,1.2626301126044173
15486,1.2427082647812575
15487,1.2638874699848572
15488,1.2626301126044173
15489,1.2720560769177907
15490,1.226131868155596
15491,1.2351037029977325
15492,1.2724730869016279
15493,1.2276227768093797
15494,1.2428094234303892
15495,1.2379253442392693
15496,1.232893236803775
15497,1.2761848312361683
15498,1.232792956744463
15499,1.2439326778123603
15500,1.2729326800343066
15501,1.2789707871590028
15502,1.2552419764469092
15503,1.2626301126044173
15504,1.2626301126044173
15505,1.2440262914571263
15506,1.275094817871069
15507,1.2742183009761685
15508,1.236772640198366
15509,1.2758567226883402
15510,1.2744691490107827
15511,1.235204861646864
15512,1.2789707871590028
15513,1.2264609475292876
15514,1.28021082420362
15515,1.2428085448405695
15516,1.2764491012881864
15517,1.2731822448829448
15518,1.2303778525482219
15519,1.2250948730982985
15520,1.2763582958237296
15521,1.2351037029977325
15522,1.2533713698729985
15523,1.2354546135224975
15524,1.2726405077360066
15525,1.2789707871590028
15526,1.275316412878619
15527,1.275094817871069
15528,1.273587297171169
15529,1.2683356048026897
15530,1.2250948730982985
15531,1.2303778525482219
15532,1.2548081561457747
15533,1.2761848312361683
15534,1.2638874699848572
15535,1.2765124154314247
15536,1.2497400421273523
15537,1.2753834196799447
15538,1.253270211223867
15539,1.2293441782997643
15540,1.2440262914571263
15541,1.2277565298763329
15542,1.2356131985115604
15543,1.221126666897495
15544,1.2749042744415635
15545,1.277855077781397
15546,1.26460107894344
